cutoff,candidate,target,horizon,model,mape
2025-04-18 00:00:00,half_life_30d,generator_1,16,seasonal,0.37018005643329
2025-04-18 00:00:00,half_life_30d,generator_1,16,lgb_residual,0.10502195438837696
2025-04-18 00:00:00,half_life_30d,generator_1,16,cat_residual,0.1018430978580675
2025-04-18 00:00:00,half_life_30d,generator_1,16,learned_mean,0.10332918503437606
2025-04-18 00:00:00,half_life_30d,generator_1,24,persistence,0.12457879550224
2025-04-18 00:00:00,half_life_30d,generator_1,24,ema,0.12427460222723476
2025-04-18 00:00:00,half_life_30d,generator_1,24,seasonal,0.3545178999854055
2025-04-18 00:00:00,half_life_30d,generator_1,24,lgb_residual,0.1260562093879325
2025-04-18 00:00:00,half_life_30d,generator_1,24,cat_residual,0.12536802351268575
2025-04-18 00:00:00,half_life_30d,generator_1,24,learned_mean,0.12557912464628398
2025-04-18 00:00:00,half_life_30d,generator_1,32,persistence,0.13328272860481158
2025-04-18 00:00:00,half_life_30d,generator_1,32,ema,0.1322960036871023
2025-04-18 00:00:00,half_life_30d,generator_1,32,seasonal,0.34175914956906867
2025-04-18 00:00:00,half_life_30d,generator_1,32,lgb_residual,0.14062435204166923
2025-04-18 00:00:00,half_life_30d,generator_1,32,cat_residual,0.13883729950504362
2025-04-18 00:00:00,half_life_30d,generator_1,32,learned_mean,0.13972080285986097
2025-04-18 00:00:00,half_life_30d,generator_1,48,persistence,0.1650718011430926
2025-04-18 00:00:00,half_life_30d,generator_1,48,ema,0.16726499468917713
2025-04-18 00:00:00,half_life_30d,generator_1,48,seasonal,0.3032727456641808
2025-04-18 00:00:00,half_life_30d,generator_1,48,lgb_residual,0.17749833392490574
2025-04-18 00:00:00,half_life_30d,generator_1,48,cat_residual,0.17857341583644123
2025-04-18 00:00:00,half_life_30d,generator_1,48,learned_mean,0.17800775446444028
2025-04-18 00:00:00,half_life_30d,generator_1,64,persistence,0.19512425484554885
2025-04-18 00:00:00,half_life_30d,generator_1,64,ema,0.19596448431317426
2025-04-18 00:00:00,half_life_30d,generator_1,64,seasonal,0.2646945251418245
2025-04-18 00:00:00,half_life_30d,generator_1,64,lgb_residual,0.21188292661294006
2025-04-18 00:00:00,half_life_30d,generator_1,64,cat_residual,0.214117973746632
2025-04-18 00:00:00,half_life_30d,generator_1,64,learned_mean,0.213000450179786
2025-04-18 00:00:00,half_life_30d,generator_1,72,persistence,0.19837559140232996
2025-04-18 00:00:00,half_life_30d,generator_1,72,ema,0.19800709475843484
2025-04-18 00:00:00,half_life_30d,generator_1,72,seasonal,0.24750720848273203
2025-04-18 00:00:00,half_life_30d,generator_1,72,lgb_residual,0.21751440317470294
2025-04-18 00:00:00,half_life_30d,generator_1,72,cat_residual,0.21641849043652564
2025-04-18 00:00:00,half_life_30d,generator_1,72,learned_mean,0.21696644680561428
2025-04-18 00:00:00,half_life_30d,generator_1,96,persistence,0.18854713519983002
2025-04-18 00:00:00,half_life_30d,generator_1,96,ema,0.1904902025369398
2025-04-18 00:00:00,half_life_30d,generator_1,96,seasonal,0.18854713519983002
2025-04-18 00:00:00,half_life_30d,generator_1,96,lgb_residual,0.25949345936415497
2025-04-18 00:00:00,half_life_30d,generator_1,96,cat_residual,0.23061460249795138
2025-04-18 00:00:00,half_life_30d,generator_1,96,learned_mean,0.24485275219724845
2025-04-18 00:00:00,half_life_30d,generator_all,1,persistence,0.012610410711453345
2025-04-18 00:00:00,half_life_30d,generator_all,1,ema,0.016797285434878052
2025-04-18 00:00:00,half_life_30d,generator_all,1,seasonal,0.13668283071126472
2025-04-18 00:00:00,half_life_30d,generator_all,1,lgb_residual,0.011982038203727919
2025-04-18 00:00:00,half_life_30d,generator_all,1,cat_residual,0.011983790659300128
2025-04-18 00:00:00,half_life_30d,generator_all,1,learned_mean,0.011954084078310223
2025-04-18 00:00:00,half_life_30d,generator_all,2,persistence,0.019055764592194883
2025-04-18 00:00:00,half_life_30d,generator_all,2,ema,0.022629115120149687
2025-04-18 00:00:00,half_life_30d,generator_all,2,seasonal,0.13769632604043533
2025-04-18 00:00:00,half_life_30d,generator_all,2,lgb_residual,0.01789595719042629
2025-04-18 00:00:00,half_life_30d,generator_all,2,cat_residual,0.017718554761298664
2025-04-18 00:00:00,half_life_30d,generator_all,2,learned_mean,0.017759940928362347
2025-04-18 00:00:00,half_life_30d,generator_all,3,persistence,0.023513436075871686
2025-04-18 00:00:00,half_life_30d,generator_all,3,ema,0.027401700887386637
2025-04-18 00:00:00,half_life_30d,generator_all,3,seasonal,0.1385498920520429
2025-04-18 00:00:00,half_life_30d,generator_all,3,lgb_residual,0.021513107725072103
2025-04-18 00:00:00,half_life_30d,generator_all,3,cat_residual,0.021653972150899665
2025-04-18 00:00:00,half_life_30d,generator_all,3,learned_mean,0.02150369828218233
2025-04-18 00:00:00,half_life_30d,generator_all,4,persistence,0.028157963242909385
2025-04-18 00:00:00,half_life_30d,generator_all,4,ema,0.03216532311399587
2025-04-18 00:00:00,half_life_30d,generator_all,4,seasonal,0.13943818201085725
2025-04-18 00:00:00,half_life_30d,generator_all,4,lgb_residual,0.02652430597174422
2025-04-18 00:00:00,half_life_30d,generator_all,4,cat_residual,0.026369432329068163
2025-04-18 00:00:00,half_life_30d,generator_all,4,learned_mean,0.026374437075364344
2025-04-18 00:00:00,half_life_30d,generator_all,5,persistence,0.03331955650529873
2025-04-18 00:00:00,half_life_30d,generator_all,5,ema,0.03643765040378829
2025-04-18 00:00:00,half_life_30d,generator_all,5,seasonal,0.14007491930666063
2025-04-18 00:00:00,half_life_30d,generator_all,5,lgb_residual,0.03186786693274874
2025-04-18 00:00:00,half_life_30d,generator_all,5,cat_residual,0.03183745205451611
2025-04-18 00:00:00,half_life_30d,generator_all,5,learned_mean,0.031818612519274536
