target,horizon,model,mape,scored,cutoff
generator_all,48,lgb_residual,0.09710465478286996,192,2025-04-07 00:00:00
generator_all,64,lgb_residual,0.09394070175607148,192,2025-04-07 00:00:00
generator_all,72,lgb_residual,0.10020818868533182,192,2025-04-07 00:00:00
generator_all,96,lgb_residual,0.11572751300758018,192,2025-04-07 00:00:00
generator_1,1,cat_residual,0.03139332509989196,192,2025-04-07 00:00:00
generator_1,2,cat_residual,0.042952689498250145,192,2025-04-07 00:00:00
generator_1,3,cat_residual,0.050799704089927435,192,2025-04-07 00:00:00
generator_1,4,cat_residual,0.05813219101282938,192,2025-04-07 00:00:00
generator_1,5,cat_residual,0.06376690357415267,192,2025-04-07 00:00:00
generator_1,6,cat_residual,0.06904011176253465,192,2025-04-07 00:00:00
generator_1,7,cat_residual,0.07350183483156937,192,2025-04-07 00:00:00
generator_1,8,cat_residual,0.07832938437715913,192,2025-04-07 00:00:00
generator_1,12,cat_residual,0.09128658950328543,192,2025-04-07 00:00:00
generator_1,16,cat_residual,0.10123513829547663,192,2025-04-07 00:00:00
generator_1,24,cat_residual,0.10346392983887633,192,2025-04-07 00:00:00
generator_1,32,cat_residual,0.12580911256820784,192,2025-04-07 00:00:00
generator_1,48,cat_residual,0.14879077868428198,192,2025-04-07 00:00:00
generator_1,64,cat_residual,0.14004605990661523,192,2025-04-07 00:00:00
generator_1,72,cat_residual,0.153801930207803,192,2025-04-07 00:00:00
generator_1,96,cat_residual,0.16298825432800199,192,2025-04-07 00:00:00
generator_all,1,cat_residual,0.02091136871679596,192,2025-04-07 00:00:00
generator_all,2,cat_residual,0.03648048364444168,192,2025-04-07 00:00:00
generator_all,3,cat_residual,0.04890998083526199,192,2025-04-07 00:00:00
generator_all,4,cat_residual,0.059741054141806575,192,2025-04-07 00:00:00
generator_all,5,cat_residual,0.06846565607267482,192,2025-04-07 00:00:00
generator_all,6,cat_residual,0.07492625302291477,192,2025-04-07 00:00:00
generator_all,7,cat_residual,0.0770422529796491,192,2025-04-07 00:00:00
